scene,sample_id,json_file,vlm_scene_description,vlm_object_description,gt_object_labels,Lukelo Hallucinations,Lukelo Safety relevance,Lukelo Overall quality,Duoaa Hallucinations,Duoaa Safety relevance,Duoaa Overall quality
scene-0796,8,scene-0796_sample_8.json,"As a autonomous driving labeller, I am observing the following details from the front-view camera images:
 
 1. **Traffic Lights**: The traffic lights are visible in the distance, but the specific colors are not discernible from the image.
 
 2. **Movements of Other Cars**:
 - There are several cars on the road, including a red car ahead, a white car to the left, and a black car to the right.
 - The red car ahead is moving in the same direction as the viewer's vehicle.
 - The white car to the left is also moving in the same direction.
 - The black car to","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: Although not visible in the image, it is important to be aware of pedestrians, especially near the ""End of School Zone"" sign. Pedestrians are often present near schools and may be crossing the street or waiting to cross. Being vigilant for pedestrians can help prevent accidents and ensure the safety of all road users.
 
 2. **Other Vehicles**: The image shows several vehicles on the road. It is important to monitor the traffic flow and maintain a safe distance from other vehicles. This includes paying attention to the speed of the","['human.pedestrian.adult', 'vehicle.car', 'vehicle.motorcycle']",2,2,3,3,3,3
scene-0796,12,scene-0796_sample_12.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: The traffic lights are visible in the distance and are currently showing green. This indicates that it is safe to proceed.
 
 2. **Movements of Other Cars**:
 - A red car is driving in the right lane, moving forward.
 - Several other cars are visible in the distance, also moving forward.
 
 3. **Pedestrians**: There are no pedestrians visible in the images.
 
 4. **Lane Markings**:
 - The road has multiple lanes, with clear lane","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Red Car (Location: Right Lane, Midway on the Road)**:
 - **Description**: The red car is in the right lane and appears to be moving at a moderate speed. It is important to monitor its position and speed to ensure safe overtaking or merging.
 - **Why it's important**: Ensuring safe overtaking or merging is crucial to avoid collisions and maintain traffic flow.
 
 2. **Black Car (Location: Right Lane, Far Right on the Road)**:
 - **Description**: The black car is also","['vehicle.car', 'vehicle.motorcycle']",4,3,4,3,4,4
scene-0796,16,scene-0796_sample_16.json,"As a autonomous driving labeller, I have access to the front-view camera images of a car taken at a 0.5 second interval over the past 5 seconds. Based on the images, here is a description of the driving scene:
 
 1. **Traffic Lights**: The traffic light in the image is showing a green light, indicating that it is safe to proceed.
 
 2. **Other Cars**: There are a few cars visible in the distance. One car is approaching from the opposite direction, and another car is further ahead on the same road.
 
 3. **Pedestrians**: There are no pedestrians visible in the images.
 
 4","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: Although not visible in the image, it is important to be aware of pedestrians, especially near crosswalks and sidewalks. Pedestrians can suddenly step onto the road, and it is crucial to be prepared to stop or slow down.
 
 2. **Bicyclists**: There are no visible bicyclists in the image, but it is important to be aware of cyclists, especially in urban areas. Cyclists can be difficult to see, and they may take unexpected turns or stop suddenly.
 
 3. **Other vehicles",['vehicle.car'],2,2,3,4,3,4
scene-0916,0,scene-0916_sample_0.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images and the information about the camera's position and timing. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images provided.
 
 2. **Movements of Other Cars**: There are no other cars visible in the images provided.
 
 3. **Pedestrians**: There is one pedestrian visible in the images. The pedestrian is walking on the sidewalk near the parked motorcycles.
 
 4. **Lane Markings**: The lane markings are visible on the road. There are yellow lines on the road, indicating the boundaries of the","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrian (X: 350, Y: 200)**: The pedestrian is located near the center of the image, walking on the sidewalk. Pedestrians are important to watch out for as they can suddenly cross the road, especially if they are not paying attention to their surroundings.
 
 2. **Motorcycle (X: 100, Y: 250)**: The motorcycle is parked on the left side of the image. Motorcycles can be difficult to see, especially if they are","['human.pedestrian.adult', 'static_object.bicycle_rack', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle', 'vehicle.truck']",4,4,4,3,4,4
scene-0916,4,scene-0916_sample_4.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information about the camera's history. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the image.
 2. **Movements of Other Cars**: There are several cars parked in the parking lot. The cars are stationary, and there is no indication of any movement.
 3. **Pedestrians**: There are no pedestrians visible in the image.
 4. **Lane Markings**: The parking lot has clear lane markings, indicating designated parking spaces. The lane markings are visible and well-defined.
 
 Based on","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Motorcycle (Location: Left side of the image, near the center)**
 - **Description:** The motorcycle is parked on the side of the road, close to the parking area. It is important to note its presence because it could potentially move into the driving lane, especially if the driver is not paying attention.
 
 2. **Pedestrians (Location: Background, near the trees)**
 - **Description:** There are no pedestrians visible in the image, but it is always important to be aware of potential pedestrians, especially in","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle', 'vehicle.truck']",3,2,3,2,4,4
scene-0916,8,scene-0916_sample_8.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information about the camera's view and time intervals.
 
 ### Description of the Driving Scene:
 
 1. **Traffic Lights:**
 - There are no visible traffic lights in the image.
 
 2. **Movements of Other Cars:**
 - The image shows a row of parked cars along the side of the road. The cars are stationary, and there is no indication of any movement from them.
 - The road appears to be a two-way street with a clear lane marking for the direction of travel.
 
 3. **Pedestrians:","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: Although not visible in the image, it is important to be aware of pedestrians, especially near crosswalks and sidewalks. Pedestrians can suddenly step onto the road, and it is crucial to be prepared to stop or yield.
 
 2. **Other Vehicles**: The image shows several vehicles parked along the curb. Be cautious of these vehicles as they may suddenly pull out onto the road, especially if they are not paying attention to their surroundings. It is important to maintain a safe distance and be prepared to react to any sudden","['human.pedestrian.adult', 'static_object.bicycle_rack', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle', 'vehicle.truck']",3,2,2,3,4,4
scene-0916,12,scene-0916_sample_12.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided front-view camera images taken at a 0.5-second interval over the past 5 seconds. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**:
 - The car in front of you is moving forward.
 - The car on the right side of the image is also moving forward.
 - The car on the left side of the image is stationary.
 3. **Pedestrians**: There are no pedestrians visible in the images.
 4.","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: Although not visible in the image, it is important to be aware of pedestrians, especially near crosswalks or areas where people might be crossing the street. Pedestrians can be unpredictable and may enter the road unexpectedly.
 
 2. **Bicyclists**: There are no visible bicyclists in the image, but it is crucial to be aware of cyclists, especially in areas with bike lanes or where cyclists might be riding. Cyclists can be vulnerable and may not always be visible, especially if they are riding on","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",2,1,3,3,3,4
scene-0916,16,scene-0916_sample_16.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information about the camera's history. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the image.
 
 2. **Movements of Other Cars**:
 - A white truck is parked on the left side of the road, occupying the leftmost lane.
 - Several cars are parked along the right side of the road, including a blue car with the word ""Comfort"" on it.
 - There are no other cars in motion on the road.
 
 3. **Pedestrians**: There are","In the driving scene, there are several road users that you should pay attention to:
 
 1. **White Truck (Location: Left side of the image, near the curb)**:
 - **Description**: The white truck is parked on the side of the road. It is important to pay attention to this truck because it may be blocking the lane, and you need to be aware of its presence to avoid any potential collisions or obstructions.
 
 2. **Blue Car (Location: Right side of the image, near the curb)**:
 - **Description**: The blue car is parked on the side of the road. It is important to","['vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle', 'vehicle.truck']",3,3,3,4,4,4
scene-1077,0,scene-1077_sample_0.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**: The car in front of you is moving forward, as indicated by the position of its taillights and the distance between you and the car. Other cars are also visible in the distance, moving in the same direction.
 3. **Pedestrians**: There are no pedestrians visible in the images.
 4. **Lane Markings**: The lane markings are clearly visible, indicating the lanes of the","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Vehicles ahead**:
 - **Location**: Directly ahead and slightly to the left.
 - **Description**: There are several vehicles ahead, including a car directly in front of you. These vehicles are important because they can change lanes, accelerate, or brake suddenly, which could affect your driving.
 
 2. **Vehicles on the right**:
 - **Location**: Directly to the right and slightly ahead.
 - **Description**: There are vehicles on the right side of the road, including a car that is slightly ahead",['vehicle.car'],4,4,3,4,4,4
scene-1077,4,scene-1077_sample_4.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information about the camera's 0.5-second interval over the past 5 seconds.
 
 ### Current Frame (0.5 seconds ago):
 - **Traffic Lights:** Not visible in the image.
 - **Other Cars:**
 - A car is directly ahead, maintaining a steady distance.
 - Several cars are visible in the distance, following the same lane.
 - No pedestrians are visible in the image.
 - **Lane Markings:** The lane markings are clearly visible, indicating a two-lane road with a solid yellow line on","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Car ahead (Location: Center of the image)**:
 - **Description**: The car ahead is driving in the same lane as you. It is important to maintain a safe distance from this car to avoid potential collisions and to react to its movements, such as braking or changing lanes.
 
 2. **Cars on the right (Location: Right side of the image)**:
 - **Description**: There are cars driving in the same direction on the right side of the road. These cars can change lanes or merge into your lane, so it",['vehicle.car'],4,4,3,4,4,4
scene-1077,8,scene-1077_sample_8.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**: The car in front of you is moving forward, as indicated by the position of the taillights and the distance between the vehicles. There are other cars visible in the distance, but they are not directly in your path.
 3. **Pedestrians**: There are no pedestrians visible in the images.
 4. **Lane Markings**: The lane markings are clearly visible. The road is divided","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Car ahead (X: 400, Y: 200, Width: 50, Height: 50)**: This car is directly ahead of you. It is important to maintain a safe distance and be prepared to react to any sudden braking or lane changes from this vehicle.
 
 2. **Truck on the right (X: 600, Y: 150, Width: 100, Height: 100)**: The truck is on the right side of","['movable_object.barrier', 'vehicle.car']",2,2,3,3,4,4
scene-1077,12,scene-1077_sample_12.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**: The car in front is moving forward, as indicated by the position of its taillights and the distance between the vehicles. There are other cars visible in the distance, but their exact movements cannot be determined from the images.
 3. **Pedestrians**: There are no pedestrians visible in the images.
 4. **Lane Markings**: The lane markings are visible on the road. The car","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Car ahead**:
 - **Location**: Directly ahead on the road.
 - **Description**: The car is maintaining a safe distance from you. It is important to monitor its speed and direction to ensure safe following and to react to any sudden changes in its behavior.
 
 2. **Vehicles on the right**:
 - **Location**: To the right of your vehicle.
 - **Description**: These vehicles are traveling in the same direction as you. It is crucial to be aware of their speed and any potential lane changes,","['movable_object.barrier', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,4,3,4,4,4
scene-1077,16,scene-1077_sample_16.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information about the camera's 0.5-second interval over the past 5 seconds.
 
 ### Description:
 
 1. **Traffic Lights:**
 - The image does not show any traffic lights in the immediate vicinity of the car.
 
 2. **Other Cars:**
 - There are several cars visible on the road ahead. The car directly in front of the viewer is a red vehicle, and there are other cars following it at a safe distance.
 - The cars ahead are maintaining a steady speed, and there is no indication of any","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Red car ahead**:
 - **Location**: Directly ahead of your vehicle.
 - **Description**: The red car is driving in the same lane as you. It is important to monitor its speed and direction to ensure safe following distance and to be prepared for any sudden braking or lane changes.
 
 2. **White car on the right**:
 - **Location**: To the right of your vehicle.
 - **Description**: The white car is driving in the same lane as you. It is important to keep an eye on its","['movable_object.barrier', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,4,3,4,4,4
scene-1094,0,scene-1094_sample_0.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images and the information from the previous 5 seconds. Here is the description:
 
 1. **Traffic Lights**: The traffic light in the image is showing a green light, indicating that it is safe to proceed.
 
 2. **Other Cars**:
 - A white van is visible on the left side of the image, moving in the same direction as the car.
 - Another car is visible on the right side of the image, also moving in the same direction.
 
 3. **Pedestrians**:
 - There are several pedestrians visible on the","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians with umbrellas**:
 - **Location**: Near the crosswalk, in the middle of the road.
 - **Description**: These pedestrians are crossing the street, likely in the rain. It is important to slow down and be prepared to stop if necessary to avoid hitting them.
 - **Why it is important**: Pedestrians, especially those holding umbrellas, can be harder to see in low light conditions. Being cautious can prevent accidents and ensure the safety of all road users.
 
 2. **Motorcyclists","['human.pedestrian.adult', 'human.pedestrian.personal_mobility', 'vehicle.bicycle', 'vehicle.car']",2,2,2,4,4,4
scene-1094,4,scene-1094_sample_4.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images taken at a 0.5-second interval over the past 5 seconds. Here is the description:
 
 1. **Traffic Lights**: The traffic lights are not visible in the images provided. Therefore, I cannot describe their current state or color.
 
 2. **Movements of Other Cars**:
 - In the first image, there are several cars visible on the road. The cars are moving in different directions, indicating a busy traffic situation.
 - In subsequent images, the positions of the cars change, suggesting that they are in motion. The","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: Although not clearly visible in the image, it is important to be aware of pedestrians, especially near crosswalks and sidewalks. Pedestrians can suddenly step onto the road, and it is crucial to be prepared to stop or slow down to avoid collisions.
 
 2. **Other Vehicles**: Pay attention to the vehicles around you, including cars, trucks, and motorcycles. Be aware of their speed, direction, and any potential lane changes. This is important to avoid collisions and maintain a safe distance from other vehicles.
 
 3.","['human.pedestrian.adult', 'human.pedestrian.personal_mobility', 'vehicle.bicycle', 'vehicle.bus.rigid', 'vehicle.car']",2,2,3,3,4,4
scene-1094,8,scene-1094_sample_8.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images taken at a 0.5-second interval over the past 5 seconds. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**:
 - The car in front of you is moving forward.
 - There are several cars on the right side of the road, some of which are moving forward and others are stationary.
 - The cars on the right side of the road are maintaining a safe distance from each other.
 3. **Pedestrians","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Vehicles in the same lane**:
 - **Location**: Directly in front of your vehicle and to the sides.
 - **Description**: These vehicles are in the same lane as you. It is important to monitor their speed and direction to ensure safe lane changes and maintain a safe following distance.
 
 2. **Vehicles in the opposite lane**:
 - **Location**: Opposite side of the road.
 - **Description**: These vehicles are coming towards you. It is crucial to be aware of their speed and any potential","['human.pedestrian.adult', 'human.pedestrian.personal_mobility', 'vehicle.bicycle', 'vehicle.car']",3,2,3,4,3,4
scene-1094,12,scene-1094_sample_12.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided image and the information from the previous 5 seconds of camera footage. Here is the description:
 
 1. **Traffic Lights**: The image shows a night-time scene with streetlights illuminating the road. There are no visible traffic lights in the image.
 
 2. **Movements of Other Cars**: The car in front of you is moving forward, as indicated by the position of its taillights and the distance between your vehicle and the car ahead. There are other cars visible in the distance, but they are not directly relevant to the immediate driving scenario.","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Vehicles ahead**:
 - **Location**: Directly ahead and slightly to the right.
 - **Description**: There is a silver car directly ahead of you. It is important to monitor its speed and direction to ensure safe following distance and to react to any sudden braking or lane changes.
 - **Why it's important**: Keeping a safe distance from the vehicle ahead helps prevent collisions and allows you to react to any sudden changes in traffic conditions.
 
 2. **Vehicles on the right**:
 - **Location**: Directly","['human.pedestrian.adult', 'human.pedestrian.personal_mobility', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,2,3,4,3,4
scene-1094,16,scene-1094_sample_16.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: There are no visible traffic lights in the images.
 2. **Movements of Other Cars**: There are several cars visible on the road. Some are moving in the same direction as the viewer, while others are moving in the opposite direction. The cars are maintaining a safe distance from each other.
 3. **Pedestrians**: There are a few pedestrians visible on the sidewalk. They appear to be walking and are maintaining a safe distance from the road.
 4. **Lane Markings**:","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**:
 - **Location**: On the left side of the road, near the sidewalk.
 - **Description**: There are pedestrians walking on the sidewalk. It is important to pay attention to them because they are vulnerable road users and may suddenly step onto the road or cross the street.
 
 2. **Other Vehicles**:
 - **Location**: On the right side of the road, following the car.
 - **Description**: There are other vehicles following the car. It is important to pay attention to them because they","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,3,3,4,4,4
scene-1100,0,scene-1100_sample_0.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images and the information available from the camera at a 0.5-second interval over the past 5 seconds.
 
 ### Current Frame (0.5 seconds ago):
 - **Traffic Lights**: The traffic light in the image is green, indicating that it is safe to proceed.
 - **Other Cars**: There are several cars visible on the road. Some are moving in the same direction as the viewer, while others are moving in the opposite direction. The cars are maintaining a safe distance from each other.
 - **Pedestrians**: There are no pedestrians visible","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians near the pedestrian crossing**: There are pedestrians near the pedestrian crossing on the right side of the image. They are likely waiting to cross the street. It is important to slow down and be prepared to stop if they decide to cross.
 
 2. **Vehicles on the road**: There are several vehicles on the road, including cars and a bus. You should maintain a safe distance from these vehicles and be prepared to react to their movements, such as changing lanes or stopping.
 
 3. **Traffic lights**: The traffic lights are visible","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,3,3,3,4,4
scene-1100,4,scene-1100_sample_4.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images taken at a 0.5-second interval over the past 5 seconds. Here is the description:
 
 1. **Traffic Lights**: The traffic lights in the image are showing green, indicating that it is safe to proceed.
 
 2. **Other Cars**:
 - In the first image, there are several cars visible on the road. Some are moving in the same direction as the viewer, while others are moving in the opposite direction.
 - In subsequent images, the positions of the cars change slightly, indicating that they are in motion.
 
 3","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: There are pedestrians visible on the sidewalk to the right of the image. They are walking near the edge of the sidewalk, which is important to you because you need to be prepared to stop or slow down if they step onto the road or if they are crossing the street.
 
 2. **Other Vehicles**: There are several vehicles visible on the road ahead. You should be aware of their speed and direction to anticipate any potential changes in traffic flow or sudden braking.
 
 3. **Traffic Lights**: The traffic lights are visible in the","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,3,3,4,4,4
scene-1100,8,scene-1100_sample_8.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: The traffic light in the image is showing a green light, indicating that it is safe to proceed.
 
 2. **Other Cars**: There are several cars visible in the image. Some are moving in the same direction as the car, while others are moving in the opposite direction. The cars are maintaining a safe distance from each other.
 
 3. **Pedestrians**: There are no pedestrians visible in the image.
 
 4. **Lane Markings**: The lane markings are clearly visible. The car","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians near the bus stop**: There are pedestrians standing near the bus stop on the right side of the image. They are likely waiting for the bus or walking along the sidewalk. It is important to be aware of their presence to avoid any potential collisions or accidents.
 
 2. **Vehicles on the road**: There are several vehicles visible on the road, including cars and possibly a bus. You should be aware of their positions and movements to ensure safe navigation and avoid any potential collisions.
 
 3. **Traffic lights**: The traffic lights are","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,3,3,3,4,4
scene-1100,12,scene-1100_sample_12.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images. Here is the description:
 
 1. **Traffic Lights**: The traffic light in the image is showing a green light, indicating that it is safe to proceed.
 
 2. **Other Cars**: There are no other cars visible in the immediate vicinity of the vehicle.
 
 3. **Pedestrians**: There are no pedestrians visible in the image.
 
 4. **Lane Markings**: The lane markings are clearly visible, indicating the correct lane for the vehicle to follow. The lane markings include a solid white line on the left and a dashed white line on the","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Pedestrians**: There are pedestrians visible near the crosswalk and on the sidewalk. They are located on the right side of the image, near the blue sign. Pedestrians are important to watch out for because they can suddenly enter the road, especially at crosswalks.
 
 2. **Other Vehicles**: There are other vehicles visible on the road, including a black car on the right side of the image. You should be aware of their position and speed to avoid collisions. The black car is located near the right edge of the image","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",2,3,4,3,4,4
scene-1100,16,scene-1100_sample_16.json,"As an autonomous driving labeller, I would describe the driving scene based on the provided images taken at a 0.5-second interval over the past 5 seconds. Here is the description:
 
 1. **Traffic Lights**: The traffic lights in the images are green, indicating that it is safe to proceed.
 
 2. **Other Cars**: There are no other cars visible in the images. The road appears to be clear of traffic.
 
 3. **Pedestrians**: There are no pedestrians visible in the images.
 
 4. **Lane Markings**: The lane markings are clearly visible. The car is driving in the left lane, which is","In the driving scene, there are several road users that you should pay attention to:
 
 1. **Motorcycle rider**:
 - **Location**: On the left side of the image, near the center of the road.
 - **Description**: The motorcycle rider is moving in the same direction as the car. It is important to pay attention to this rider because motorcycles can be harder to see and are more vulnerable to accidents. You should maintain a safe distance and be prepared to react quickly if the rider makes a sudden move.
 
 2. **Pedestrian**:
 - **Location**: On the right side of the image, near","['human.pedestrian.adult', 'vehicle.bus.rigid', 'vehicle.car', 'vehicle.motorcycle']",4,2,3,2,3,4
